Arrival Time,Time in System,Request Service Time,Steal Count,Original Queue,Queue Length,Total Queue Length,Queue Checks,Time Left of Task Ahead,Requeue Wait Time,job_id,tasks_num_of_single_job,task_generation_time,completion_time
170,500,500,0,0,0,0,0,0,0,0,89,2,669
202,50,50,0,0,0,0,0,468,0,1,85,95,251
227,502,500,1,0,0,0,1,0,2,0,89,2,728
243,52,50,1,0,0,0,6,484,2,1,85,95,294
300,50,50,0,0,0,0,0,370,0,0,89,2,349
339,52,50,1,0,0,0,5,388,2,1,85,95,390
361,500,500,0,0,0,0,0,309,0,1,85,95,860
383,502,500,1,0,0,0,3,1,2,1,85,95,884
412,502,500,1,0,0,0,2,315,2,1,85,95,913
433,502,500,1,0,0,0,3,1,2,1,85,95,934
443,502,500,1,0,0,0,2,1,2,0,89,2,944
449,502,500,1,0,0,0,2,0,2,0,89,2,950
449,502,500,1,0,0,1,2,0,2,1,85,95,950
450,935,500,1,0,1,2,65,0,1,0,89,2,1384
535,185,50,0,0,0,1,0,135,0,1,85,95,719
570,650,500,0,0,0,2,0,100,0,1,85,95,1219
1027,50,50,0,0,0,0,0,193,0,2,84,895,1076
1037,502,500,1,0,0,0,5,1,2,3,84,905,1538
1046,52,50,1,0,0,0,5,1,2,3,84,905,1097
1049,52,50,1,0,0,0,3,0,2,3,84,905,1100
1083,50,50,0,0,0,0,0,137,0,2,84,895,1132
1085,52,50,1,0,0,0,2,1,2,3,84,905,1136
1095,52,50,1,0,0,0,1,0,2,3,84,905,1146
1120,503,500,1,0,0,0,1,0,3,2,84,895,1622
1136,500,500,0,0,0,0,0,84,0,2,84,895,1635
1147,51,50,1,0,0,0,3,0,2,2,84,895,1197
1153,502,500,1,0,0,0,2,1,2,3,84,905,1654
1157,52,50,1,0,0,0,1,0,2,4,80,1003,1208
1160,52,50,1,0,0,0,1,461,2,4,80,1003,1211
1166,535,500,1,0,0,0,1,8,35,2,84,895,1700
1166,95,50,1,0,0,1,2,0,45,3,84,905,1260
1213,503,500,1,0,0,0,1,407,3,3,84,905,1715
1218,52,50,0,0,0,0,0,2,0,3,84,905,1269
1221,543,500,1,0,0,0,1,0,43,2,84,895,1763
1221,818,500,1,0,0,1,1,0,43,3,84,905,2038
1223,662,500,1,0,1,2,1,0,41,2,84,895,1884
