Arrival Time,Time in System,Request Service Time,Steal Count,Original Queue,Queue Length,Total Queue Length,Queue Checks,Time Left of Task Ahead,Requeue Wait Time,job_id,tasks_num_of_single_job,task_generation_time,completion_time
109,50,50,0,0,0,0,0,0,0,0,89,2,158
149,500,500,0,0,0,0,0,10,0,0,89,2,648
164,500,500,0,0,0,0,0,0,0,0,89,2,663
198,502,500,1,0,0,0,6,0,2,0,89,2,699
262,52,50,1,0,0,0,3,0,2,0,89,2,313
313,52,50,1,0,0,0,4,1,2,1,85,95,364
318,51,50,1,0,0,0,2,0,2,0,89,2,368
342,502,500,1,0,0,0,4,1,2,0,89,2,843
412,502,500,1,0,0,0,3,286,2,1,85,95,913
428,53,50,1,0,0,0,4,1,3,0,89,2,480
433,502,500,1,0,0,0,1,1,2,1,85,95,934
438,501,500,1,0,0,0,1,0,2,1,85,95,938
446,503,500,1,0,0,0,1,0,3,1,85,95,948
451,532,500,1,0,0,0,1,466,32,1,85,95,982
484,215,50,0,0,0,0,0,180,0,0,89,2,698
485,229,50,0,0,0,1,0,179,0,0,89,2,713
485,264,50,0,0,1,2,0,179,0,0,89,2,748
486,716,500,1,0,2,3,1,0,216,1,85,95,1201
487,410,50,2,0,3,4,2,102,360,0,89,2,896
528,869,500,2,0,4,5,2,102,319,1,85,95,1396
530,455,50,2,0,5,6,2,102,317,1,85,95,984
535,429,50,1,0,6,7,2,0,167,1,85,95,963
557,885,500,2,0,7,8,3,7,385,1,85,95,1441
572,192,50,0,0,8,9,1,92,0,1,85,95,763
573,226,50,0,0,9,10,1,91,0,1,85,95,798
583,231,50,0,0,10,11,1,81,0,1,85,95,813
590,259,50,0,0,11,12,1,74,0,1,85,95,848
591,273,50,0,0,12,13,1,73,0,1,85,95,863
1007,500,500,0,0,0,0,0,0,0,2,84,895,1506
1027,50,50,0,0,0,0,0,480,0,2,84,895,1076
1040,52,50,1,0,0,0,2,160,2,3,84,905,1091
1048,51,50,1,0,0,0,2,0,2,3,84,905,1098
1056,502,500,1,0,0,0,2,0,2,2,84,895,1557
1138,50,50,0,0,0,0,0,369,0,3,84,905,1187
1145,52,50,1,0,0,0,1,55,2,3,84,905,1196
1150,52,50,1,0,0,0,2,406,2,4,80,1003,1201
1154,54,50,1,0,0,0,1,400,4,6,87,1052,1207
1166,72,50,0,0,0,0,0,341,0,3,84,905,1237
1193,506,500,1,0,0,0,1,3,6,6,87,1052,1698
1200,54,50,1,0,0,0,2,354,4,5,90,1042,1253
1203,502,500,1,0,0,1,1,0,2,3,84,905,1704
1204,507,500,1,0,0,2,1,347,7,3,84,905,1710
1205,99,50,1,0,0,2,1,347,6,2,84,895,1303
1205,599,500,1,0,1,3,1,347,6,3,84,905,1803
1206,532,500,0,0,2,3,1,301,0,2,84,895,1737
1206,244,50,1,0,3,4,2,158,194,3,84,905,1449
1210,732,500,1,0,4,5,1,158,190,5,90,1042,1941
1212,738,500,1,0,2,5,1,158,188,5,90,1042,1949
1213,845,500,1,0,3,6,1,158,187,3,84,905,2057
1214,997,500,1,0,4,7,2,158,186,6,87,1052,2210
1216,638,50,1,0,5,8,2,158,184,3,84,905,1853
1218,686,50,1,0,6,9,2,158,182,4,80,1003,1903
1231,723,50,1,0,7,10,2,158,169,5,90,1042,1953
1307,685,50,1,0,7,8,2,158,93,5,90,1042,1991
1313,1137,500,1,0,8,9,2,158,87,5,90,1042,2449
1329,1125,500,1,0,9,10,2,158,71,6,87,1052,2453
1339,703,50,1,0,10,11,2,158,61,2,84,895,2041
1341,216,50,0,0,11,12,1,166,0,4,80,1003,1556
1348,259,50,0,0,12,13,1,159,0,2,84,895,1606
1351,756,500,0,0,13,14,1,156,0,4,80,1003,2106
1363,389,50,1,0,14,15,2,3,339,4,80,1003,1751
1364,841,500,1,0,15,16,2,3,338,2,84,895,2204
1370,432,50,1,0,16,17,2,3,332,6,87,1052,1801
1371,481,50,1,0,17,18,2,3,331,6,87,1052,1851
1373,979,500,1,0,18,19,2,3,329,5,90,1042,2351
1375,1330,500,1,0,19,20,2,3,327,6,87,1052,2704
1377,1025,50,1,0,20,21,2,3,325,2,84,895,2401
1386,1066,50,1,0,21,22,2,3,316,4,80,1003,2451
1408,1094,50,1,0,10,22,1,3,294,6,87,1052,2501
1434,1568,500,1,0,11,23,1,3,268,4,80,1003,3001
1453,1302,50,1,0,12,22,1,3,249,5,90,1042,2754
1468,1337,50,1,0,13,23,1,3,234,4,80,1003,2804
1481,1374,50,1,0,14,24,1,3,221,5,90,1042,2854
1482,1873,500,1,0,15,25,1,3,220,6,87,1052,3354
1522,1530,50,1,0,15,25,1,3,180,5,90,1042,3051
1522,2030,500,1,0,16,26,1,3,180,6,87,1052,3551
1525,713,500,0,0,17,27,1,32,0,5,90,1042,2237
1526,568,50,1,0,18,28,2,14,518,5,90,1042,2093
1532,576,50,1,0,19,29,2,14,512,7,89,1402,2107
1532,1062,500,1,0,20,30,2,14,512,8,87,1422,2593
1538,1070,500,1,0,21,31,2,14,506,6,87,1052,2607
1539,722,50,1,0,22,32,2,14,505,6,87,1052,2260
1563,1198,500,1,0,22,31,2,14,481,7,89,1402,2760
1566,1384,500,1,0,23,32,2,14,478,7,89,1402,2949
1576,928,50,1,0,24,33,2,14,468,7,89,1402,2503
1615,992,500,0,0,24,33,2,492,0,7,89,1402,2606
1626,662,50,0,0,25,34,2,481,0,7,89,1402,2287
1641,697,50,0,0,26,35,2,466,0,8,87,1422,2337
1643,1195,500,0,0,27,36,2,464,0,7,89,1402,2837
1661,1345,500,1,0,28,37,3,102,845,8,87,1422,3005
1662,1432,500,1,0,29,38,3,102,844,8,87,1422,3093
1665,993,50,1,0,30,39,3,102,841,8,87,1422,2657
1932,776,50,1,0,14,30,2,102,574,9,89,1809,2707
2068,1140,500,1,0,7,25,1,102,438,9,89,1809,3207
2125,1136,500,1,0,7,23,1,102,381,9,89,1809,3260
2222,778,50,1,0,8,22,1,102,284,9,89,1809,2999
2233,1267,500,1,0,9,23,1,102,273,9,89,1809,3499
2248,409,50,0,0,9,23,1,359,0,9,89,1809,2656
2268,439,50,0,0,10,23,1,339,0,10,83,2094,2706
2288,469,50,0,0,11,24,1,319,0,10,83,2094,2756
2290,967,500,0,0,11,24,1,317,0,9,89,1809,3256
2373,965,500,0,0,11,23,1,234,0,11,87,2207,3337
2435,1073,500,1,0,12,23,2,200,573,11,87,2207,3507
2494,650,50,1,0,13,21,2,200,514,11,87,2207,3143
2497,697,50,1,0,14,22,2,200,511,10,83,2094,3193
2515,729,50,1,0,7,21,1,200,493,10,83,2094,3243
2681,579,50,1,0,6,17,2,0,529,11,87,2207,3259
2685,609,50,1,0,7,18,2,0,525,11,87,2207,3293
2687,1070,500,0,0,8,19,2,20,0,11,87,2207,3756
2689,622,50,1,0,9,20,3,0,573,11,87,2207,3310
3533,50,50,0,0,0,0,0,224,0,12,81,3378,3582
3558,52,50,1,0,0,0,5,1,2,12,81,3378,3609
3577,51,50,1,0,0,0,3,0,2,12,81,3378,3627
3584,500,500,0,0,0,0,0,173,0,12,81,3378,4083
3589,502,500,1,0,0,0,5,1,2,12,81,3378,4090
3614,502,500,1,0,0,0,3,0,2,12,81,3378,4115
3681,502,500,1,0,0,0,2,0,2,12,81,3378,4182
3734,502,500,1,0,0,0,4,380,2,12,81,3378,4235
3754,502,500,1,0,0,0,3,427,2,12,81,3378,4255
3792,500,500,0,0,0,0,0,0,0,12,81,3378,4291
3795,502,500,1,0,0,0,2,319,2,12,81,3378,4296
3798,503,500,1,0,0,0,1,315,3,12,81,3378,4300
3829,305,50,0,0,0,0,0,463,0,12,81,3378,4133
3840,753,500,1,0,0,1,1,23,253,12,81,3378,4592
3851,765,500,1,0,1,2,1,23,242,12,81,3378,4615
3874,760,500,0,0,2,3,1,418,0,12,81,3378,4633
4283,52,50,1,0,0,0,1,0,2,13,86,4155,4334
4307,500,500,0,0,0,0,0,0,0,13,86,4155,4806
4336,502,500,1,0,0,0,2,0,2,13,86,4155,4837
4344,52,50,1,0,0,0,2,270,2,13,86,4155,4395
4357,503,500,1,0,0,0,3,478,3,13,86,4155,4859
4391,502,500,1,0,0,0,2,223,2,14,85,4290,4892
4396,52,50,1,0,0,0,1,218,2,14,85,4290,4447
4398,503,500,1,0,0,1,1,215,3,14,85,4290,4900
4400,101,50,1,0,0,1,1,165,51,13,86,4155,4500
4418,583,500,1,0,0,1,1,165,33,13,86,4155,5000
4426,667,500,1,0,1,2,1,165,25,14,85,4290,5092
4427,241,50,1,0,2,3,2,0,191,13,86,4155,4667
4437,281,50,1,0,3,4,2,0,181,13,86,4155,4717
4454,314,50,1,0,1,4,1,0,164,13,86,4155,4767
4459,809,500,1,0,2,5,1,0,159,14,85,4290,5267
4464,479,50,1,0,3,6,1,0,154,14,85,4290,4942
4469,482,50,1,0,4,7,1,0,149,13,86,4155,4950
4499,944,500,1,0,5,8,1,0,119,14,85,4290,5442
4500,951,500,1,0,6,9,1,0,118,14,85,4290,5450
4503,998,500,1,0,7,9,1,0,115,13,86,4155,5500
4510,633,50,1,0,8,10,1,0,108,13,86,4155,5142
4523,1120,500,1,0,9,11,1,0,95,14,85,4290,5642
4525,793,50,1,0,10,12,1,0,93,13,86,4155,5317
4530,1288,500,1,0,11,13,1,0,88,13,86,4155,5817
4532,961,50,1,0,12,14,1,0,86,14,85,4290,5492
4533,1418,500,1,0,13,15,1,0,85,14,85,4290,5950
4534,1009,50,1,0,14,16,1,0,84,14,85,4290,5542
4537,147,50,0,0,15,17,1,270,0,13,86,4155,4683
4541,193,50,0,0,16,18,1,266,0,13,86,4155,4733
4544,240,50,0,0,17,19,1,263,0,13,86,4155,4783
4567,267,50,0,0,18,20,1,240,0,13,86,4155,4833
4568,289,50,0,0,19,21,1,239,0,13,86,4155,4856
4570,764,500,0,0,20,22,1,237,0,14,85,4290,5333
4580,760,500,1,0,21,23,2,0,260,14,85,4290,5339
4581,329,50,1,0,22,24,2,0,259,14,85,4290,4909
4584,376,50,1,0,23,25,2,0,256,14,85,4290,4959
4585,875,500,1,0,24,26,2,0,255,14,85,4290,5459
4590,1250,500,1,0,25,27,2,0,250,14,85,4290,5839
4597,913,50,1,0,26,27,2,0,243,14,85,4290,5509
4605,1405,500,1,0,27,28,2,0,235,13,86,4155,6009
4610,1280,50,1,0,28,29,2,0,230,14,85,4290,5889
4614,1776,500,1,0,29,30,2,0,226,14,85,4290,6389
4618,1892,500,1,0,14,31,1,0,222,14,85,4290,6509
4621,1819,50,1,0,15,31,1,0,219,13,86,4155,6439
4637,1853,50,1,0,15,31,1,0,203,14,85,4290,6489
4638,1902,50,1,0,16,32,1,0,202,14,85,4290,6539
4667,2343,500,1,0,17,33,1,0,173,14,85,4290,7009
4691,666,500,0,0,17,32,1,116,0,14,85,4290,5356
4702,1132,500,0,0,18,33,1,105,0,14,85,4290,5833
4704,1153,500,0,0,19,34,1,103,0,14,85,4290,5856
4717,1286,500,1,0,20,35,2,315,786,14,85,4290,6002
4738,855,50,1,0,20,34,2,315,765,14,85,4290,5592
4746,1347,500,1,0,21,35,2,315,757,14,85,4290,6092
4752,941,50,1,0,22,36,2,315,751,14,85,4290,5692
4759,1434,500,1,0,23,37,2,315,744,14,85,4290,6192
4771,1547,500,1,0,24,37,2,315,732,14,85,4290,6317
4773,1678,500,1,0,25,38,2,315,730,14,85,4290,6450
4775,1278,50,1,0,26,39,2,315,728,14,85,4290,6052
4778,1775,500,1,0,27,40,2,315,725,14,85,4290,6552
4782,1811,500,1,0,28,41,2,315,721,14,85,4290,6592
4841,1402,50,1,0,12,38,1,315,662,15,81,4731,6242
4842,1901,500,1,0,13,39,1,315,661,15,81,4731,6742
4872,1496,50,1,0,13,38,1,315,631,15,81,4731,6367
4893,1525,50,1,0,14,39,1,315,610,15,81,4731,6417
4908,1560,50,1,0,15,38,1,315,595,16,89,4778,6467
4917,2034,500,1,0,16,38,1,315,586,15,81,4731,6950
4962,1556,50,1,0,17,36,1,315,541,15,81,4731,6517
4990,1578,50,1,0,18,37,1,315,513,16,89,4778,6567
4997,2056,500,1,0,19,38,2,315,506,16,89,4778,7052
5000,1334,500,0,0,20,39,1,357,0,15,81,4731,6333
5018,1339,500,0,0,21,39,1,339,0,15,81,4731,6356
5025,1809,500,0,0,22,40,1,332,0,16,89,4778,6833
5046,1361,50,0,0,23,41,1,311,0,16,89,4778,6406
5048,1409,50,0,0,24,42,1,309,0,15,81,4731,6456
5072,1885,500,0,0,25,43,1,285,0,16,89,4778,6956
5083,1960,500,1,0,26,44,2,0,1460,15,81,4731,7042
5106,1689,50,2,0,27,44,3,375,1639,15,81,4731,6794
5115,1730,50,2,0,28,45,3,375,1630,16,89,4778,6844
5135,2210,500,2,0,29,46,3,375,1610,17,84,4952,7344
5223,2230,500,2,0,30,46,4,167,1730,15,81,4731,7452
5248,2262,500,1,0,31,47,4,0,1295,17,84,4952,7509
5273,1347,50,1,0,32,47,3,0,1297,17,84,4952,6619
5310,1783,500,1,0,33,48,3,0,1260,17,84,4952,7092
5378,1742,500,1,0,32,45,3,0,1192,17,84,4952,7119
5426,1458,50,0,0,33,46,3,431,0,17,84,4952,6883
5449,1485,50,0,0,34,46,3,408,0,17,84,4952,6933
5471,1963,500,0,0,35,45,3,386,0,18,84,5235,7433
6728,279,50,0,0,2,8,0,229,0,23,90,6624,7006
6916,591,500,0,0,1,4,0,41,0,24,89,6641,7506
6941,604,500,1,0,1,4,1,0,104,22,82,6489,7544
6966,1044,500,1,0,1,3,1,0,79,22,82,6489,8009
6971,1074,500,1,0,2,4,1,0,74,22,82,6489,8044
6973,1087,50,1,0,3,5,1,0,72,23,90,6624,8059
6997,108,50,1,0,4,6,2,65,58,24,89,6641,7104
7000,143,50,1,0,5,7,2,65,55,24,89,6641,7142
7029,576,500,1,0,5,6,2,65,26,23,90,6624,7604
7042,578,500,1,0,6,7,2,65,13,24,89,6641,7619
7050,595,500,1,0,3,7,2,475,95,23,90,6624,7644
7051,344,50,1,0,4,8,2,475,94,23,90,6624,7394
7051,844,500,1,0,5,9,2,475,94,24,89,6641,7894
7055,448,50,1,0,2,10,1,475,90,23,90,6624,7502
7064,939,500,1,0,3,10,1,475,81,23,90,6624,8002
7069,1036,500,1,0,4,11,1,475,76,23,90,6624,8104
7075,1045,500,1,0,5,12,1,475,70,24,89,6641,8119
7083,612,50,1,0,6,13,1,475,62,24,89,6641,7694
7085,1110,500,1,0,7,14,1,475,60,24,89,6641,8194
7086,848,500,0,0,8,15,1,421,0,24,89,6641,7933
7090,917,500,0,0,9,16,1,417,0,24,89,6641,8006
7094,853,50,1,0,10,16,2,223,803,23,90,6624,7946
7095,1352,500,1,0,11,17,2,223,802,24,89,6641,8446
7101,952,50,1,0,12,18,2,223,796,23,90,6624,8052
7107,1446,500,1,0,13,18,2,223,790,24,89,6641,8552
7119,1036,50,1,0,14,19,2,223,778,23,90,6624,8154
7119,1501,500,1,0,15,20,2,223,778,24,89,6641,8619
7130,1525,500,1,0,16,20,2,223,767,24,89,6641,8654
7489,1206,500,1,0,7,16,1,223,408,25,86,7386,8694
7524,973,50,1,0,7,14,1,223,373,25,86,7386,8496
7525,1472,500,1,0,8,15,1,223,372,25,86,7386,8996
7526,1077,50,1,0,9,16,1,223,371,25,86,7386,8602
7531,1122,50,1,0,10,17,1,223,366,25,86,7386,8652
7538,1132,50,1,0,11,18,1,223,359,26,86,7396,8669
