Arrival Time,Time in System,Request Service Time,Steal Count,Original Queue,Queue Length,Total Queue Length,Queue Checks,Time Left of Task Ahead,Requeue Wait Time,job_id,tasks_num_of_single_job,task_generation_time,completion_time
137,50,50,0,0,0,0,0,0,0,0,89,2,186
182,50,50,0,0,0,0,0,5,0,0,89,2,231
210,50,50,0,0,0,0,0,0,0,1,85,95,259
241,500,500,0,0,0,0,0,19,0,1,85,95,740
270,50,50,0,0,0,0,0,0,0,1,85,95,319
284,52,50,1,0,0,0,5,0,2,0,89,2,335
318,52,50,1,0,0,0,5,16,2,0,89,2,369
326,500,500,0,0,0,0,0,0,0,0,89,2,825
374,52,50,1,0,0,0,6,1,2,1,85,95,425
424,502,500,1,0,0,0,5,0,2,1,85,95,925
428,52,50,1,0,0,0,5,496,2,0,89,2,479
446,52,50,1,0,0,0,5,478,2,0,89,2,497
450,502,500,1,0,0,0,2,1,2,0,89,2,951
452,52,50,1,0,0,1,3,0,2,0,89,2,503
468,503,500,1,0,0,0,2,455,3,0,89,2,970
478,502,500,1,0,0,0,1,446,2,0,89,2,979
491,53,50,1,0,0,0,1,432,3,0,89,2,543
592,52,50,1,0,0,0,3,332,2,1,85,95,643
1000,50,50,0,0,0,0,0,0,0,2,84,895,1049
1025,50,50,0,0,0,0,0,25,0,3,84,905,1074
1037,502,500,1,0,0,0,7,1,2,3,84,905,1538
1045,52,50,1,0,0,0,3,0,2,2,84,895,1096
1046,50,50,1,0,0,1,1,0,1,3,84,905,1095
1061,500,500,0,0,0,0,0,0,0,3,84,905,1560
1069,51,50,1,0,0,0,1,0,2,3,84,905,1119
1083,500,500,0,0,0,0,0,478,0,3,84,905,1582
1084,502,500,1,0,0,0,3,11,2,3,84,905,1585
1104,502,500,1,0,0,0,4,0,2,3,84,905,1605
1111,52,50,1,0,0,0,3,493,2,4,80,1003,1162
1154,503,500,1,0,0,0,3,449,3,3,84,905,1656
1163,52,50,1,0,0,0,2,0,2,6,87,1052,1214
1166,502,500,1,0,0,0,2,438,2,5,90,1042,1667
1183,52,50,1,0,0,0,1,421,2,3,84,905,1234
1199,69,50,1,0,0,0,1,0,19,3,84,905,1267
1199,538,500,2,0,0,1,2,369,38,5,90,1042,1736
