Arrival Time,Time in System,Request Service Time,Steal Count,Original Queue,Queue Length,Total Queue Length,Queue Checks,Time Left of Task Ahead,Requeue Wait Time,job_id,tasks_num_of_single_job,task_generation_time,completion_time
1176,500,500,0,0,0,0,0,0,0,1,100,1048,1675
1182,500,500,0,0,0,0,0,494,0,1,100,1048,1681
1215,602,500,1,0,0,0,7,0,102,1,100,1048,1816
1255,672,500,2,0,0,1,4,30,172,1,100,1048,1926
1310,507,500,1,0,1,2,0,0,7,1,100,1048,1816
1314,503,500,1,0,2,3,0,20,3,1,100,1048,1816
1354,693,500,1,0,0,1,3,30,193,3,31,1134,2046
1357,960,500,1,0,0,2,3,30,190,3,31,1134,2316
1436,991,500,1,0,1,2,3,30,111,4,96,1328,2426
1454,593,500,1,0,2,3,1,30,93,1,100,1048,2046
1507,540,500,1,0,3,4,0,30,40,4,96,1328,2046
1526,650,500,0,0,4,5,0,150,0,4,96,1328,2175
1595,587,500,0,0,0,3,0,81,0,4,96,1328,2181
1614,5933,5500,0,2,1,4,0,433,0,3,31,1134,7546
1661,996,500,2,0,1,5,3,5390,496,5,41,1503,2656
1703,954,500,2,0,0,4,3,5390,454,5,41,1503,2656
1727,1200,500,1,0,1,5,3,0,200,6,80,1618,2926
1761,1166,500,1,0,2,6,3,0,166,4,96,1328,2926
1770,657,500,1,0,3,7,2,0,157,4,96,1328,2426
1857,570,500,1,0,4,7,0,0,70,4,96,1328,2426
1877,940,500,1,0,5,8,1,5390,280,3,31,1134,2816
1990,937,500,1,0,0,6,1,5390,167,1,100,1048,2926
1998,1159,500,1,0,1,7,1,5390,159,4,96,1328,3156
2035,1122,500,1,0,2,8,1,5390,122,5,41,1503,3156
2079,1238,500,1,0,3,8,0,5390,78,3,31,1134,3316
2087,589,500,0,0,4,9,0,89,0,4,96,1328,2675
2098,584,500,0,0,5,10,0,78,0,6,80,1618,2681
2100,1076,500,0,0,6,11,0,76,0,3,31,1134,3175
2112,1070,500,0,0,7,12,0,64,0,7,54,1937,3181
2141,1396,500,1,0,8,13,3,10,896,7,54,1937,3536
2258,1279,500,1,0,2,10,3,10,779,4,96,1328,3536
2285,1752,500,1,0,3,11,3,10,752,4,96,1328,4036
2291,1746,500,1,0,4,12,3,10,746,6,80,1618,4036
2318,2219,500,1,0,5,12,3,10,719,4,96,1328,4536
2351,2186,500,1,0,6,13,3,10,686,7,54,1937,4536
2401,2636,500,1,0,7,14,3,10,636,6,80,1618,5036
2421,2616,500,1,0,8,15,3,10,616,6,80,1618,5036
2440,3097,500,1,0,9,13,3,10,597,6,80,1618,5536
2444,3093,500,1,0,10,14,3,10,593,6,80,1618,5536
2493,3544,500,1,0,11,15,3,10,544,6,80,1618,6036
2496,3541,500,1,0,12,16,3,10,541,6,80,1618,6036
2568,979,500,1,0,13,17,3,4500,479,6,80,1618,3546
2572,1085,500,1,0,14,18,3,4500,475,6,80,1618,3656
2604,1053,500,1,0,15,19,3,4500,443,7,54,1937,3656
2605,1212,500,1,0,16,20,3,4500,442,8,51,2396,3816
2613,1434,500,1,0,17,21,3,4500,434,8,51,2396,4046
2680,1477,500,1,0,17,19,3,4500,367,8,51,2396,4156
2689,1468,500,1,0,17,19,3,4500,358,7,54,1937,4156
2804,872,500,0,0,18,20,3,372,0,7,54,1937,3675
2809,873,500,0,0,19,21,3,367,0,7,54,1937,3681
2901,1275,500,0,0,20,21,3,275,0,7,54,1937,4175
2929,1253,500,0,0,21,22,3,247,0,7,54,1937,4181
2935,6382,5500,0,2,0,23,1,4612,0,9,96,2676,9316
2963,1713,500,0,0,22,24,0,213,0,8,51,2396,4675
3038,1644,500,0,0,11,23,0,138,0,9,96,2676,4681
3124,2052,500,0,0,5,23,0,52,0,8,51,2396,5175
3163,2019,500,0,0,6,22,0,13,0,11,54,2929,5181
3177,2499,500,0,0,6,22,0,499,0,11,54,2929,5675
3185,6362,5500,0,2,4,22,0,4362,0,10,49,2772,9546
3238,2444,500,0,0,6,23,0,438,0,9,96,2676,5681
3267,2909,500,0,0,7,24,0,409,0,10,49,2772,6175
3285,2897,500,0,0,8,25,0,391,0,11,54,2929,6181
3308,6349,5500,0,2,5,26,0,4239,0,9,96,2676,9656
3316,7331,500,1,0,9,27,2,0,2831,10,49,2772,10646
3322,7325,500,1,0,10,27,2,0,2825,8,51,2396,10646
3356,7791,500,1,0,11,28,2,0,2791,10,49,2772,11146
3360,7787,500,1,0,12,29,2,0,2787,9,96,2676,11146
3366,8281,500,1,0,13,30,2,0,2781,10,49,2772,11646
3468,8179,500,1,0,14,31,2,0,2679,12,94,3209,11646
3472,8675,500,1,0,15,32,2,0,2675,11,54,2929,12146
3496,8651,500,1,0,16,33,2,0,2651,12,94,3209,12146
3508,9139,500,1,0,17,34,2,0,2639,12,94,3209,12646
3522,9125,500,1,0,18,35,2,0,2625,9,96,2676,12646
3542,9605,500,1,0,19,34,2,0,2605,11,54,2929,13146
3560,9587,500,1,0,20,34,2,0,2587,9,96,2676,13146
3590,10057,500,1,0,21,35,2,0,2557,10,49,2772,13646
3598,10049,500,1,0,22,36,2,0,2549,11,54,2929,13646
3605,6052,5500,0,2,4,37,0,3942,0,10,49,2772,9656
3634,10513,500,1,0,23,38,2,0,2513,15,29,3444,14146
3640,10507,500,1,0,24,39,2,0,2507,15,29,3444,14146
3659,9388,5500,0,2,3,38,0,3888,0,14,13,3434,13046
3669,10978,500,1,0,25,39,2,0,2478,9,96,2676,14646
3684,11133,5500,0,2,4,38,0,3863,0,12,94,3209,14816
3721,10926,500,1,0,24,39,2,0,2426,10,49,2772,14646
3796,11351,500,1,0,25,40,2,0,2351,12,94,3209,15146
3852,11295,500,1,0,26,40,2,0,2295,12,94,3209,15146
3896,11751,500,1,0,27,41,2,0,2251,12,94,3209,15646
4011,11036,5500,0,2,4,42,0,3536,0,15,29,3444,15046
4083,11564,500,1,0,28,40,2,0,2064,13,13,3401,15646
4155,11992,500,1,0,29,41,2,0,1992,12,94,3209,16146
4159,11988,500,1,0,30,40,2,0,1988,15,29,3444,16146
4185,12462,500,1,0,29,39,2,0,1962,15,29,3444,16646
4195,12452,500,1,0,30,40,2,0,1952,12,94,3209,16646
4205,12942,500,1,0,31,41,2,0,1942,12,94,3209,17146
4228,12919,500,1,0,32,42,2,0,1919,13,13,3401,17146
4395,13252,500,1,0,33,43,2,0,1752,13,13,3401,17646
4642,13005,500,1,0,34,42,2,0,1505,16,43,4490,17646
4675,13472,500,1,0,35,43,2,0,1472,17,58,4533,18146
4716,13431,500,1,0,34,42,2,0,1431,16,43,4490,18146
4720,1927,500,1,0,35,43,2,0,1427,18,66,4566,6646
4826,1821,500,1,0,36,44,2,0,1321,16,43,4490,6646
4854,10303,5500,0,2,2,45,0,2693,0,19,36,4726,15156
4907,2240,500,1,0,37,46,2,0,1240,19,36,4726,7146
4920,2227,500,1,0,38,47,2,0,1227,18,66,4566,7146
4931,2716,500,1,0,39,48,2,0,1216,18,66,4566,7646
4961,2686,500,1,0,40,49,2,0,1186,18,66,4566,7646
4971,3176,500,1,0,41,50,2,0,1176,17,58,4533,8146
4999,3148,500,1,0,42,51,2,0,1148,17,58,4533,8146
5010,10147,5500,0,2,3,52,0,2537,0,19,36,4726,15156
5079,3568,500,1,0,43,51,2,0,1068,19,36,4726,8646
5135,13412,5500,0,2,4,52,0,2412,0,17,58,4533,18546
5170,3477,500,1,0,44,53,2,0,977,16,43,4490,8646
5194,15123,5500,0,2,5,52,0,2353,0,20,74,4904,20316
5222,15325,5500,0,2,6,53,0,2325,0,16,43,4490,20546
5281,3866,500,1,0,43,54,2,0,866,16,43,4490,9146
5289,3858,500,1,0,44,55,2,0,858,18,66,4566,9146
5301,15356,5500,0,2,7,56,0,2246,0,20,74,4904,20656
5303,4344,500,1,0,45,57,2,0,844,17,58,4533,9646
5307,15350,5500,0,2,8,58,0,2240,0,20,74,4904,20656
5314,4333,500,1,0,46,59,2,0,833,18,66,4566,9646
5349,4798,500,1,0,47,60,2,0,798,17,58,4533,10146
5358,4789,500,1,0,48,61,2,0,789,20,74,4904,10146
5359,1317,500,0,0,49,62,2,317,0,20,74,4904,6675
5371,18676,5500,0,2,9,63,1,2176,0,17,58,4533,24046
5385,1297,500,0,0,50,64,2,291,0,16,43,4490,6681
5398,1778,500,0,0,51,65,2,278,0,16,43,4490,7175
5412,1770,500,0,0,52,66,2,264,0,18,66,4566,7181
5421,2255,500,0,0,53,67,2,255,0,19,36,4726,7675
5425,2257,500,0,0,54,68,2,251,0,18,66,4566,7681
5465,2711,500,0,0,55,69,2,211,0,16,43,4490,8175
5497,2685,500,0,0,56,70,2,179,0,18,66,4566,8181
5517,3159,500,0,0,57,71,2,159,0,19,36,4726,8675
5583,3099,500,0,0,58,70,2,93,0,19,36,4726,8681
5617,3559,500,0,0,59,71,2,59,0,19,36,4726,9175
5617,3565,500,0,0,60,72,2,59,0,22,62,5476,9181
