Arrival Time,Time in System,Request Service Time,Steal Count,Original Queue,Queue Length,Total Queue Length,Queue Checks,Time Left of Task Ahead,Requeue Wait Time,job_id,tasks_num_of_single_job,task_generation_time,completion_time
123,50,50,0,0,0,0,0,0,0,0,89,2,172
125,50,50,0,0,0,0,0,48,0,0,89,2,174
169,502,500,1,0,0,0,5,0,2,0,89,2,670
205,500,500,0,0,0,0,0,0,0,0,89,2,704
210,50,50,0,0,0,0,0,495,0,1,85,95,259
227,502,500,1,0,0,0,6,442,2,0,89,2,728
241,501,500,1,0,0,0,3,0,2,1,85,95,741
300,50,50,0,0,0,0,0,405,0,0,89,2,349
308,502,500,1,0,0,0,2,0,2,0,89,2,809
376,500,500,0,0,0,0,0,329,0,1,85,95,875
379,501,500,1,0,0,0,2,429,2,0,89,2,879
385,52,50,1,0,0,0,2,423,2,0,89,2,436
399,502,500,1,0,0,0,1,409,2,1,85,95,900
418,72,50,1,0,0,0,1,370,22,0,89,2,489
418,124,50,1,0,0,1,2,318,74,1,85,95,541
494,100,50,1,0,0,0,1,266,50,0,89,2,593
499,595,500,1,0,0,1,1,266,45,0,89,2,1093
522,202,50,1,0,1,2,2,0,152,1,85,95,723
1000,50,50,0,0,0,0,0,0,0,2,84,895,1049
1007,50,50,0,0,0,0,0,43,0,3,84,905,1056
1029,52,50,1,0,0,0,3,0,2,2,84,895,1080
1046,51,50,1,0,0,0,2,1,2,3,84,905,1096
1083,500,500,0,0,0,0,0,0,0,3,84,905,1582
1092,50,50,0,0,0,0,0,491,0,2,84,895,1141
1095,51,50,1,0,0,0,4,0,2,3,84,905,1145
1110,502,500,1,0,0,0,4,0,2,2,84,895,1611
1120,501,500,1,0,0,0,4,1,2,2,84,895,1620
1125,51,50,1,0,0,0,2,0,2,3,84,905,1175
1147,50,50,0,0,0,0,0,436,0,2,84,895,1196
1149,502,500,1,0,0,0,4,461,2,2,84,895,1650
1152,53,50,1,0,0,0,3,1,2,2,84,895,1204
1152,502,500,1,0,0,1,3,0,3,5,90,1042,1653
1158,53,50,1,0,0,0,1,44,3,2,84,895,1210
1158,520,500,1,0,0,1,2,27,20,4,80,1003,1677
1180,67,50,0,0,0,0,0,403,0,4,80,1003,1246
1182,525,500,1,0,0,1,1,0,25,2,84,895,1706
1183,78,50,1,0,1,2,1,0,24,3,84,905,1260
1185,562,500,0,0,2,3,1,398,0,5,90,1042,1746
1189,125,50,1,0,3,4,2,443,75,4,80,1003,1313
1218,146,50,1,0,1,2,1,443,46,3,84,905,1363
1225,641,500,1,0,2,3,2,341,141,6,87,1052,1865
1226,895,500,1,0,3,4,2,341,140,3,84,905,2120
1301,853,500,1,0,1,3,1,341,65,6,87,1052,2153
1308,870,500,1,0,2,4,1,341,58,6,87,1052,2177
1317,890,500,1,0,3,4,1,341,49,5,90,1042,2206
1320,1046,500,1,0,4,5,1,341,46,2,84,895,2365
1321,1300,500,1,0,5,6,1,341,45,4,80,1003,2620
1324,1330,500,1,0,6,7,1,341,42,2,84,895,2653
1326,902,50,1,0,7,8,1,341,40,5,90,1042,2227
1331,752,500,0,0,8,9,1,252,0,5,90,1042,2082
1335,329,50,1,0,9,10,2,0,279,3,84,905,1663
1340,811,500,1,0,10,11,2,0,274,4,80,1003,2150
1341,373,50,1,0,11,12,2,0,273,5,90,1042,1713
1343,871,500,1,0,12,13,2,0,271,4,80,1003,2213
1343,858,50,1,0,13,14,2,0,271,5,90,1042,2200
1356,1345,500,1,0,14,15,2,0,258,6,87,1052,2700
1360,904,50,1,0,15,16,2,0,254,6,87,1052,2263
1367,947,50,1,0,7,16,1,0,247,4,80,1003,2313
1370,1444,500,1,0,8,17,1,0,244,6,87,1052,2813
1371,1830,500,1,0,9,18,1,0,243,3,84,905,3200
1374,1382,50,2,0,10,19,2,3,1332,2,84,895,2755
1380,1379,50,2,0,11,20,2,3,1326,3,84,905,2758
1384,1844,500,2,0,12,21,2,3,1322,6,87,1052,3227
1392,1469,50,2,0,13,22,3,0,1419,3,84,905,2860
1392,1922,500,1,0,14,23,3,0,222,3,84,905,3313
1429,368,50,0,0,15,24,1,154,0,5,90,1042,1796
1451,396,50,0,0,16,25,1,132,0,4,80,1003,1846
1451,896,500,0,0,17,26,1,132,0,6,87,1052,2346
1452,681,50,0,0,18,27,1,131,0,4,80,1003,2132
1480,703,50,0,0,19,28,1,103,0,6,87,1052,2182
1481,1202,500,0,0,20,29,1,102,0,6,87,1052,2682
1486,1223,500,1,0,21,30,2,0,723,5,90,1042,2708
1487,1241,500,1,0,22,31,2,0,722,4,80,1003,2727
1488,928,50,1,0,23,32,2,0,721,4,80,1003,2415
1502,1414,500,1,0,24,33,2,0,707,7,89,1402,2915
1544,1577,500,1,0,25,34,2,0,665,8,87,1422,3120
1572,1132,50,1,0,26,35,2,0,637,7,89,1402,2703
1587,810,50,0,0,26,35,2,496,0,7,89,1402,2396
1587,1310,500,0,0,27,36,2,496,0,8,87,1422,2896
1618,1115,50,0,0,13,36,1,465,0,7,89,1402,2732
1625,1158,50,0,0,14,36,1,458,0,7,89,1402,2782
1771,1487,500,1,0,14,30,2,1,987,7,89,1402,3257
2188,621,50,1,0,10,21,2,1,570,9,89,1809,2808
2224,609,50,0,0,5,19,1,459,0,9,89,1809,2832
2307,576,50,0,0,6,18,1,376,0,10,83,2094,2882
3482,500,500,0,0,0,0,0,0,0,12,81,3378,3981
3496,500,500,0,0,0,0,0,486,0,12,81,3378,3995
3515,52,50,1,0,0,0,6,1,2,12,81,3378,3566
3517,501,500,1,0,0,1,3,1,1,12,81,3378,4017
3526,52,50,1,0,0,0,5,1,2,12,81,3378,3577
3533,502,500,1,0,0,0,2,0,2,12,81,3378,4034
3541,51,50,1,0,0,0,2,1,2,12,81,3378,3591
3554,52,50,1,0,0,0,2,1,2,12,81,3378,3605
3574,52,50,1,0,0,0,2,1,2,12,81,3378,3625
3586,52,50,1,0,0,0,2,0,2,12,81,3378,3637
3625,502,500,1,0,0,0,1,11,2,12,81,3378,4126
3637,503,500,1,0,0,0,4,0,3,12,81,3378,4139
3652,502,500,1,0,0,0,2,486,2,12,81,3378,4153
3675,502,500,1,0,0,0,2,463,2,12,81,3378,4176
3688,504,500,1,0,0,0,1,448,4,12,81,3378,4191
3703,329,50,0,0,0,0,0,279,0,12,81,3378,4031
3711,785,500,0,0,0,1,0,271,0,12,81,3378,4495
3712,359,50,1,0,1,2,1,14,309,12,81,3378,4070
3804,281,50,1,0,2,3,1,14,217,12,81,3378,4084
3825,296,50,1,0,3,4,1,14,196,12,81,3378,4120
3827,705,500,0,0,4,5,1,155,0,12,81,3378,4531
3843,745,500,1,0,5,6,2,0,245,12,81,3378,4587
3847,327,50,1,0,6,7,3,464,277,12,81,3378,4173
4271,502,500,1,0,0,0,3,315,2,13,86,4155,4772
4284,51,50,1,0,0,0,1,0,2,13,86,4155,4334
4330,502,500,1,0,0,0,3,1,2,13,86,4155,4831
4330,52,50,1,0,0,1,3,1,2,13,86,4155,4381
4339,51,50,1,0,0,0,2,1,2,13,86,4155,4389
4348,53,50,1,0,0,0,2,1,3,13,86,4155,4400
4367,503,500,1,0,0,0,1,0,3,13,86,4155,4869
4377,58,50,1,0,0,0,1,485,8,13,86,4155,4434
4386,506,500,1,0,0,0,1,478,6,13,86,4155,4891
4410,502,500,1,0,0,0,1,458,2,14,85,4290,4911
4412,526,500,1,0,0,1,1,432,26,13,86,4155,4937
4416,916,500,1,0,0,1,2,432,22,14,85,4290,5331
