Arrival Time,Time in System,Request Service Time,Steal Count,Original Queue,Queue Length,Total Queue Length,Queue Checks,Time Left of Task Ahead,Requeue Wait Time,job_id,tasks_num_of_single_job,task_generation_time,completion_time
627,500,500,0,0,0,0,0,0,0,0,12,477,1126
650,5507,5500,0,2,0,0,1,7,0,0,12,477,6156
1166,5501,5500,0,2,0,0,1,1,0,1,100,1048,6666
1257,500,500,0,0,0,0,0,0,0,1,100,1048,1756
1262,500,500,0,0,0,0,0,495,0,1,100,1048,1761
1266,600,500,1,0,0,0,5,5300,101,3,31,1134,1865
1299,568,500,1,0,0,1,0,10,68,1,100,1048,1866
1324,543,500,1,0,1,2,0,10,43,2,17,1113,1866
1334,5504,5500,0,2,0,3,0,5333,0,1,100,1048,6837
1338,5529,5500,0,2,0,4,0,5329,0,1,100,1048,6866
1354,3623,500,1,0,2,4,2,0,623,3,31,1134,4976
1380,877,500,0,0,0,1,0,377,0,0,12,477,2256
1427,3050,500,1,0,1,2,2,0,550,2,17,1113,4476
1436,4041,500,1,0,2,3,2,0,541,4,96,1328,5476
1490,2987,500,1,0,3,4,2,0,487,2,17,1113,4476
1494,5872,5500,0,2,0,5,0,5173,0,4,96,1328,7365
1495,3982,500,1,0,4,6,2,0,482,4,96,1328,5476
1548,4429,500,1,0,5,7,2,0,429,4,96,1328,5976
1590,10067,5500,0,2,0,8,1,5077,0,4,96,1328,11656
1591,4386,500,1,0,6,9,2,0,386,4,96,1328,5976
1597,3380,500,1,0,7,10,2,0,380,3,31,1134,4976
1616,1361,500,1,0,8,11,2,0,361,5,41,1503,2976
1654,608,500,0,0,9,12,0,103,0,1,100,1048,2261
1693,1784,500,1,0,10,13,2,0,284,1,100,1048,3476
1709,1268,500,1,0,11,14,2,0,268,5,41,1503,2976
1768,3489,500,0,0,10,13,2,489,0,6,80,1618,5256
1816,3446,500,0,0,11,14,2,441,0,6,80,1618,5261
1835,3922,500,0,0,12,15,2,422,0,6,80,1618,5756
1835,3927,500,0,0,13,16,2,422,0,6,80,1618,5761
1845,2132,500,1,0,14,17,2,0,132,1,100,1048,3976
1866,611,500,1,0,15,18,2,0,111,4,96,1328,2476
1876,2101,500,1,0,16,18,2,0,101,1,100,1048,3976
1882,595,500,1,0,17,19,0,0,95,4,96,1328,2476
1904,1573,500,1,0,18,20,0,0,73,5,41,1503,3476
1971,2291,500,0,0,19,21,0,286,0,5,41,1503,4261
1990,767,500,0,0,4,20,0,267,0,1,100,1048,2756
2038,4549,500,1,0,5,21,2,10,4049,7,54,1937,6586
2039,723,500,0,0,6,22,0,218,0,1,100,1048,2761
2080,5007,500,1,0,7,23,2,10,4007,7,54,1937,7086
2087,1170,500,0,0,8,24,0,170,0,2,17,1113,3256
2092,2665,500,0,0,9,25,0,165,0,5,41,1503,4756
2131,1131,500,0,0,10,26,0,126,0,4,96,1328,3261
2140,2622,500,0,0,11,27,0,117,0,5,41,1503,4761
2141,4946,500,1,0,12,28,2,10,3946,7,54,1937,7086
2218,1539,500,0,0,13,29,0,39,0,4,96,1328,3756
2220,4037,500,0,0,14,30,0,37,0,6,80,1618,6256
2229,1533,500,0,0,15,31,0,28,0,4,96,1328,3761
2279,1978,500,0,0,14,30,0,478,0,4,96,1328,4256
2281,3981,500,0,0,15,31,0,476,0,6,80,1618,6261
2317,5270,500,1,0,16,32,2,10,3770,7,54,1937,7586
2321,9846,5500,0,2,0,33,1,4346,0,5,41,1503,12166
2351,5236,500,1,0,17,34,2,10,3736,7,54,1937,7586
2381,5706,500,1,0,18,35,2,10,3706,7,54,1937,8086
2543,5544,500,1,0,19,34,2,10,3544,7,54,1937,8086
2594,5993,500,1,0,20,35,2,10,3493,7,54,1937,8586
2599,3988,500,1,0,21,36,2,10,3488,6,80,1618,6586
2609,6978,500,1,0,22,37,2,10,3478,8,51,2396,9586
2643,5944,500,1,0,23,38,2,10,3444,7,54,1937,8586
2670,7417,500,1,0,24,39,2,10,3417,8,51,2396,10086
2709,6378,500,1,0,25,40,2,10,3378,7,54,1937,9086
2709,7378,500,1,0,26,41,2,10,3378,8,51,2396,10086
2720,7867,500,1,0,27,42,2,10,3367,8,51,2396,10586
2721,6366,500,1,0,28,43,2,10,3366,7,54,1937,9086
2802,7785,500,1,0,27,42,2,10,3285,8,51,2396,10586
2807,8780,500,1,0,28,43,2,10,3280,9,96,2676,11586
2832,8255,500,1,0,29,44,2,10,3255,8,51,2396,11086
2834,9253,500,1,0,30,45,2,10,3253,9,96,2676,12086
2881,9206,500,1,0,31,46,2,10,3206,9,96,2676,12086
2882,9705,500,1,0,32,47,2,10,3205,9,96,2676,12586
2912,9675,500,1,0,33,48,2,10,3175,9,96,2676,12586
2926,6661,500,1,0,34,49,2,10,3161,7,54,1937,9586
2958,12629,500,1,0,35,50,2,10,3129,10,49,2772,15586
3002,10085,500,1,0,36,49,2,10,3085,9,96,2676,13086
3081,13006,500,1,0,37,50,2,10,3006,10,49,2772,16086
3085,10002,500,1,0,38,51,2,10,3002,9,96,2676,13086
3096,13491,500,1,0,39,52,2,10,2991,11,54,2929,16586
3159,9707,5500,0,2,1,53,1,3508,0,11,54,2929,12865
3173,10414,500,1,0,40,54,2,10,2914,9,96,2676,13586
3181,10406,500,1,0,41,55,2,10,2906,9,96,2676,13586
3204,10883,500,1,0,42,56,2,10,2883,9,96,2676,14086
3285,10802,500,1,0,41,55,2,10,2802,9,96,2676,14086
3308,9030,5500,0,2,2,56,1,3359,0,9,96,2676,12337
3330,7757,500,1,0,42,57,2,10,2757,8,51,2396,11086
3349,14238,500,1,0,43,58,2,10,2738,12,94,3209,17586
3360,11227,500,1,0,44,59,2,10,2727,9,96,2676,14586
3383,8204,500,1,0,45,60,2,10,2704,8,51,2396,11586
3411,14256,5500,0,2,3,61,1,3256,0,12,94,3209,17666
3414,12673,500,1,0,46,62,2,10,2673,10,49,2772,16086
3430,11157,500,1,0,47,63,2,10,2657,9,96,2676,14586
3442,13645,500,1,0,48,64,2,10,2645,11,54,2929,17086
3560,11527,500,1,0,49,63,2,10,2527,9,96,2676,15086
3591,12996,500,1,0,50,64,2,10,2496,10,49,2772,16586
3623,13964,500,1,0,51,65,2,10,2464,12,94,3209,17586
3626,11461,500,1,0,52,66,2,10,2461,9,96,2676,15086
3640,3617,500,0,0,53,67,2,117,0,15,29,3444,7256
3644,11943,500,1,0,54,68,2,10,2443,9,96,2676,15586
3649,14438,500,1,0,55,69,2,10,2438,12,94,3209,18086
3675,14412,500,1,0,56,70,2,10,2412,12,94,3209,18086
3722,13365,500,1,0,57,71,2,10,2365,11,54,2929,17086
3752,14835,500,1,0,58,72,2,10,2335,12,94,3209,18586
3753,8614,5500,0,2,4,73,1,2914,0,10,49,2772,12366
3837,14750,500,1,0,57,72,2,10,2250,12,94,3209,18586
3852,15235,500,1,0,58,73,2,10,2235,12,94,3209,19086
3889,15198,500,1,0,59,74,2,10,2198,12,94,3209,19086
3896,15691,500,1,0,60,75,2,10,2191,12,94,3209,19586
3908,13249,5500,0,2,5,76,1,2759,0,11,54,2929,17156
4012,15575,500,1,0,61,75,2,10,2075,12,94,3209,19586
4017,3245,500,0,0,62,76,2,240,0,15,29,3444,7261
4090,2667,500,0,0,63,77,2,167,0,12,94,3209,6756
4133,2629,500,0,0,64,78,2,124,0,12,94,3209,6761
4311,3446,500,0,0,63,77,2,446,0,15,29,3444,7756
