Arrival Time,Time in System,Request Service Time,Steal Count,Original Queue,Queue Length,Total Queue Length,Queue Checks,Time Left of Task Ahead,Requeue Wait Time,job_id,tasks_num_of_single_job,task_generation_time,completion_time
1019,500,500,0,0,0,0,0,0,0,0,12,477,1518
1094,500,500,0,0,0,0,0,425,0,0,12,477,1593
1166,5501,5500,0,2,0,0,2,1,0,1,100,1048,6666
1257,610,500,1,0,0,0,6,0,110,1,100,1048,1866
1266,711,500,2,0,0,1,8,5190,211,3,31,1134,1976
1343,524,500,1,0,1,2,0,0,24,1,100,1048,1866
1344,5523,5500,0,2,0,3,0,5323,0,1,100,1048,6866
1364,502,500,1,0,2,4,0,5300,3,2,17,1113,1865
1380,639,500,0,0,0,1,1,139,0,0,12,477,2018
1490,604,500,0,0,0,1,1,29,0,2,17,1113,2093
1492,615,500,1,0,1,2,1,5060,115,4,96,1328,2106
1495,871,500,1,0,2,3,1,5060,112,4,96,1328,2365
1502,975,500,1,0,3,4,2,5060,105,4,96,1328,2476
1518,1089,500,1,0,4,5,1,5060,89,2,17,1113,2606
1519,1347,500,1,0,5,6,1,5060,88,1,100,1048,2865
1524,952,500,1,0,5,6,2,0,453,1,100,1048,2475
1565,912,500,1,0,6,7,2,0,412,1,100,1048,2476
1568,1408,500,1,0,7,8,2,0,409,1,100,1048,2975
1584,1393,500,1,0,8,9,2,0,393,4,96,1328,2976
1620,1856,500,1,0,3,8,2,0,357,5,41,1503,3475
1630,1847,500,1,0,4,9,2,0,347,1,100,1048,3476
1663,2313,500,1,0,5,10,2,0,314,1,100,1048,3975
1692,2285,500,1,0,6,11,2,0,285,1,100,1048,3976
1721,2755,500,1,0,7,12,2,0,256,1,100,1048,4475
1727,2750,500,1,0,8,13,2,0,250,1,100,1048,4476
1754,765,500,0,0,9,14,2,265,0,1,100,1048,2518
1790,804,500,0,0,10,15,2,229,0,6,80,1618,2593
1793,6184,5500,0,2,3,16,1,4874,0,1,100,1048,7976
1824,1195,500,0,0,11,17,2,195,0,5,41,1503,3018
1835,1259,500,0,0,12,18,2,184,0,6,80,1618,3093
1876,1643,500,0,0,13,18,2,143,0,1,100,1048,3518
1877,1717,500,0,0,14,19,1,142,0,5,41,1503,3593
1909,2110,500,0,0,15,20,0,110,0,4,96,1328,4018
1927,2167,500,0,0,16,21,0,92,0,6,80,1618,4093
